Filled container:
0: Coorinates (848, 1) - 1
830: Complex number (143, 130) - 136
831: Complex number (187, 47) - 136
832: Complex number (1, 195) - 137
833: Coorinates (647, 137) - 137
834: Coorinates (823, 137) - 137
835: Coorinates (303, 137) - 137
836: Coorinates (732, 137) - 137
837: Coorinates (651, 137) - 137
838: Coorinates (299, 137) - 137
839: Coorinates (449, 137) - 137
840: Coorinates (850, 137) - 137
841: Coorinates (128, 138) - 138
842: Coorinates (931, 138) - 138
843: Coorinates (650, 138) - 138
844: Coorinates (269, 139) - 139
845: Coorinates (961, 139) - 139
846: Complex number (196, 26) - 139
847: Complex number (197, 15) - 139
848: Coorinates (631, 139) - 139
849: Coorinates (587, 140) - 140
850: Complex number (45, 193) - 140
851: Complex number (135, 145) - 140
852: Complex number (160, 117) - 140
853: Coorinates (345, 140) - 140
854: Complex number (174, 95) - 140
855: Coorinates (272, 140) - 140
856: Coorinates (491, 140) - 140
857: Complex number (77, 184) - 141
858: Coorinates (75, 141) - 141
859: Coorinates (441, 141) - 141
860: Coorinates (256, 141) - 141
861: Coorinates (542, 141) - 141
862: Complex number (111, 167) - 141
863: Coorinates (338, 142) - 142
864: Coorinates (161, 142) - 142
865: Coorinates (67, 142) - 142
866: Coorinates (32, 142) - 142
867: Coorinates (59, 142) - 142
868: Coorinates (734, 143) - 143
869: Coorinates (159, 143) - 143
870: Complex number (89, 183) - 143
871: Coorinates (160, 143) - 143
872: Coorinates (889, 143) - 143
873: Complex number (190, 72) - 143
874: Coorinates (589, 143) - 143
875: Coorinates (14, 143) - 143
876: Coorinates (336, 143) - 143
877: Coorinates (707, 144) - 144
878: Complex number (45, 200) - 144
879: Coorinates (852, 144) - 144
880: Complex number (173, 108) - 144
881: Complex number (136, 153) - 144
882: Coorinates (201, 144) - 144
883: Coorinates (648, 144) - 144
884: Coorinates (310, 144) - 144
885: Complex number (203, 22) - 144
886: Coorinates (203, 144) - 144
887: Complex number (183, 91) - 144
888: Coorinates (383, 144) - 144
889: Coorinates (825, 144) - 144
890: Coorinates (862, 145) - 145
891: Coorinates (111, 145) - 145
892: Coorinates (838, 145) - 145
893: Complex number (198, 57) - 145
894: Complex number (77, 191) - 145
895: Complex number (154, 137) - 145
896: Coorinates (824, 145) - 145
897: Coorinates (332, 146) - 146
898: Coorinates (30, 146) - 146
899: Complex number (194, 73) - 146
900: Coorinates (215, 146) - 146
901: Coorinates (672, 146) - 146
902: Coorinates (266, 146) - 146
903: Complex number (175, 112) - 146
904: Coorinates (656, 147) - 147
905: Coorinates (408, 147) - 147
906: Complex number (25, 207) - 147
907: Coorinates (156, 147) - 147
908: Coorinates (522, 148) - 148
909: Complex number (85, 192) - 148
910: Coorinates (984, 148) - 148
911: Complex number (207, 36) - 148
912: Coorinates (494, 148) - 148
913: Coorinates (874, 148) - 148
914: Coorinates (379, 149) - 149
915: Coorinates (185, 149) - 149
916: Coorinates (840, 150) - 150
917: Complex number (208, 48) - 150
918: Coorinates (123, 150) - 150
919: Coorinates (430, 150) - 150
920: Coorinates (545, 150) - 150
921: Complex number (212, 10) - 150
922: Complex number (181, 112) - 150
923: Coorinates (220, 150) - 150
924: Coorinates (353, 150) - 150
925: Coorinates (765, 151) - 151
926: Coorinates (97, 151) - 151
927: Complex number (211, 34) - 151
928: Complex number (5, 214) - 151
929: Coorinates (266, 151) - 151
930: Coorinates (29, 151) - 151
931: Complex number (165, 136) - 151
932: Coorinates (163, 151) - 151
933: Complex number (171, 129) - 151
934: Coorinates (377, 151) - 151
935: Complex number (207, 60) - 152
936: Complex number (157, 147) - 152
937: Complex number (121, 178) - 152
938: Coorinates (590, 152) - 152
939: Coorinates (634, 152) - 152
940: Complex number (143, 162) - 152
941: Coorinates (758, 152) - 152
942: Complex number (174, 127) - 152
943: Coorinates (13, 152) - 152
944: Complex number (213, 30) - 152
945: Complex number (142, 164) - 153
946: Coorinates (11, 153) - 153
947: Coorinates (824, 153) - 153
948: Coorinates (250, 153) - 153
949: Coorinates (246, 153) - 153
950: Complex number (51, 211) - 153
951: Coorinates (116, 153) - 153
952: Coorinates (758, 154) - 154
953: Complex number (217, 30) - 154
954: Complex number (95, 196) - 154
955: Complex number (214, 41) - 154
956: Complex number (217, 19) - 154
957: Complex number (30, 217) - 154
958: Complex number (143, 165) - 154
959: Complex number (215, 35) - 154
960: Complex number (210, 61) - 154
961: Coorinates (743, 154) - 154
962: Coorinates (311, 155) - 155
963: Complex number (193, 105) - 155
964: Complex number (201, 89) - 155
965: Complex number (220, 13) - 155
966: Coorinates (514, 155) - 155
967: Coorinates (629, 155) - 155
968: Coorinates (873, 155) - 155
969: Coorinates (500, 155) - 155
970: Coorinates (977, 155) - 155
971: Coorinates (165, 155) - 155
972: Coorinates (391, 155) - 155
973: Coorinates (842, 155) - 155
974: Coorinates (790, 155) - 155
975: Coorinates (809, 155) - 155
976: Coorinates (876, 156) - 156
977: Coorinates (566, 156) - 156
978: Complex number (152, 161) - 156
979: Coorinates (260, 156) - 156
980: Coorinates (133, 156) - 156
981: Complex number (214, 58) - 156
982: Coorinates (242, 156) - 156
983: Complex number (171, 141) - 156
984: Complex number (59, 215) - 157
985: Coorinates (397, 157) - 157
986: Coorinates (785, 157) - 157
987: Coorinates (26, 157) - 157
988: Coorinates (769, 157) - 157
989: Coorinates (633, 157) - 157
990: Coorinates (898, 157) - 157
991: Complex number (111, 193) - 157
992: Coorinates (944, 157) - 157
993: Coorinates (779, 157) - 157
994: Coorinates (207, 158) - 158
995: Coorinates (647, 158) - 158
996: Complex number (50, 218) - 158
997: Coorinates (968, 158) - 158
998: Coorinates (461, 158) - 158
999: Coorinates (725, 158) - 158
1000: Coorinates (917, 158) - 158
1001: Coorinates (983, 158) - 158
1002: Coorinates (798, 159) - 159
1003: Coorinates (322, 159) - 159
1004: Coorinates (668, 160) - 160
1005: Complex number (171, 150) - 160
1006: Complex number (216, 70) - 160
1007: Coorinates (897, 160) - 160
1008: Coorinates (490, 160) - 160
1009: Coorinates (870, 160) - 160
1010: Coorinates (638, 160) - 160
1011: Coorinates (324, 161) - 161
1012: Coorinates (59, 161) - 161
1013: Complex number (47, 224) - 161
1014: Coorinates (277, 161) - 161
1015: Coorinates (351, 162) - 162
1016: Coorinates (597, 162) - 162
1017: Coorinates (616, 162) - 162
1018: Coorinates (324, 162) - 162
1019: Coorinates (138, 162) - 162
1020: Coorinates (347, 162) - 162
1021: Coorinates (76, 162) - 162
1022: Coorinates (845, 162) - 162
1023: Coorinates (160, 162) - 162
1024: Coorinates (439, 162) - 162
1025: Coorinates (431, 163) - 163
1026: Complex number (175, 152) - 163
1027: Coorinates (712, 163) - 163
1028: Complex number (56, 225) - 163
1029: Complex number (150, 176) - 163
1030: Coorinates (7, 163) - 163
1031: Coorinates (769, 163) - 163
1032: Coorinates (593, 164) - 164
1033: Coorinates (703, 164) - 164
1034: Coorinates (234, 164) - 164
1035: Complex number (171, 157) - 164
1036: Complex number (228, 52) - 165
1037: Coorinates (987, 165) - 165
1038: Coorinates (562, 165) - 165
1039: Coorinates (600, 165) - 165
1040: Coorinates (816, 166) - 166
1041: Complex number (226, 64) - 166
1042: Coorinates (14, 166) - 166
1043: Complex number (223, 74) - 166
1044: Complex number (175, 158) - 166
1045: Coorinates (657, 166) - 166
1046: Coorinates (988, 166) - 166
1047: Complex number (169, 164) - 166
1048: Coorinates (736, 166) - 166
1049: Complex number (23, 234) - 166
1050: Coorinates (73, 166) - 166
1051: Coorinates (539, 166) - 166
1052: Coorinates (752, 167) - 167
1053: Coorinates (945, 167) - 167
1054: Coorinates (475, 167) - 167
1055: Complex number (203, 122) - 167
1056: Complex number (39, 233) - 167
1057: Complex number (226, 73) - 167
1058: Complex number (208, 113) - 167
1059: Complex number (226, 71) - 167
1060: Coorinates (993, 167) - 167
1061: Complex number (162, 175) - 168
1062: Complex number (229, 67) - 168
1063: Coorinates (846, 168) - 168
1064: Complex number (203, 126) - 168
1065: Complex number (123, 204) - 168
1066: Coorinates (541, 168) - 168
1067: Coorinates (627, 168) - 168
1068: Complex number (115, 209) - 168
1069: Coorinates (440, 168) - 168
1070: Coorinates (377, 168) - 168
1071: Coorinates (318, 168) - 168
1072: Coorinates (15, 168) - 168
1073: Coorinates (765, 168) - 168
1074: Complex number (186, 152) - 169
1075: Coorinates (827, 169) - 169
1076: Complex number (239, 2) - 169
1077: Complex number (240, 10) - 169
1078: Coorinates (269, 169) - 169
1079: Coorinates (831, 169) - 169
1080: Complex number (203, 127) - 169
1081: Coorinates (895, 170) - 170
1082: Coorinates (560, 170) - 170
1083: Coorinates (86, 170) - 170
1084: Complex number (203, 130) - 170
1085: Coorinates (900, 170) - 170
1086: Coorinates (869, 170) - 170
1087: Complex number (7, 242) - 171
1088: Complex number (194, 145) - 171
1089: Complex number (53, 236) - 171
1090: Coorinates (625, 171) - 171
1091: Coorinates (846, 171) - 171
1092: Complex number (161, 182) - 171
1093: Complex number (203, 132) - 171
1094: Coorinates (634, 172) - 172
1095: Complex number (42, 241) - 172
1096: Coorinates (529, 172) - 172
1097: Coorinates (693, 172) - 172
1098: Complex number (197, 144) - 172
1099: Coorinates (9, 173) - 173
1100: Coorinates (778, 173) - 173
1101: Complex number (191, 154) - 173
1102: Coorinates (520, 173) - 173
1103: Coorinates (249, 173) - 173
1104: Complex number (67, 237) - 174
1105: Coorinates (183, 174) - 174
1106: Coorinates (800, 174) - 174
1107: Coorinates (543, 174) - 174
1108: Complex number (9, 246) - 174
1109: Coorinates (494, 175) - 175
1110: Complex number (111, 222) - 175
1111: Coorinates (323, 175) - 175
1112: Complex number (243, 53) - 175
1113: Coorinates (130, 175) - 175
1114: Complex number (182, 169) - 175
1115: Complex number (76, 237) - 175
1116: Complex number (248, 30) - 176
1117: Complex number (137, 208) - 176
1118: Coorinates (928, 176) - 176
1119: Coorinates (619, 176) - 176
1120: Coorinates (874, 176) - 176
1121: Complex number (214, 129) - 176
1122: Coorinates (34, 176) - 176
1123: Coorinates (725, 177) - 177
1124: Complex number (251, 5) - 177
1125: Complex number (101, 230) - 177
1126: Coorinates (505, 177) - 177
1127: Complex number (170, 184) - 177
1128: Complex number (239, 78) - 177
1129: Coorinates (28, 178) - 178
1130: Coorinates (540, 178) - 178
1131: Coorinates (901, 178) - 178
1132: Complex number (252, 8) - 178
1133: Coorinates (766, 178) - 178
1134: Complex number (160, 196) - 178
1135: Coorinates (89, 178) - 178
1136: Complex number (244, 62) - 178
1137: Complex number (177, 181) - 179
1138: Coorinates (926, 179) - 179
1139: Coorinates (892, 179) - 179
1140: Complex number (136, 215) - 179
1141: Coorinates (647, 179) - 179
1142: Coorinates (142, 180) - 180
1143: Complex number (232, 107) - 180
1144: Coorinates (738, 180) - 180
1145: Coorinates (560, 180) - 180
1146: Complex number (241, 85) - 180
1147: Coorinates (440, 180) - 180
1148: Coorinates (779, 180) - 180
1149: Coorinates (60, 180) - 180
1150: Coorinates (267, 180) - 180
1151: Coorinates (318, 180) - 180
1152: Coorinates (846, 180) - 180
1153: Complex number (41, 253) - 181
1154: Coorinates (947, 181) - 181
1155: Complex number (25, 255) - 181
1156: Coorinates (691, 181) - 181
1157: Coorinates (901, 181) - 181
1158: Coorinates (707, 181) - 181
1159: Complex number (126, 224) - 181
1160: Complex number (158, 204) - 182
1161: Coorinates (808, 182) - 182
1162: Coorinates (769, 182) - 182
1163: Coorinates (889, 182) - 182
1164: Complex number (247, 77) - 182
1165: Coorinates (657, 182) - 182
1166: Coorinates (594, 182) - 182
1167: Coorinates (460, 182) - 182
1168: Coorinates (783, 182) - 182
1169: Coorinates (144, 182) - 182
1170: Complex number (195, 168) - 182
1171: Complex number (53, 253) - 182
1172: Coorinates (222, 182) - 182
1173: Coorinates (875, 183) - 183
1174: Coorinates (263, 183) - 183
1175: Coorinates (162, 183) - 183
1176: Coorinates (47, 183) - 183
1177: Complex number (135, 221) - 183
1178: Coorinates (285, 183) - 183
1179: Complex number (183, 183) - 183
1180: Coorinates (21, 184) - 184
1181: Coorinates (500, 184) - 184
1182: Complex number (253, 64) - 184
1183: Coorinates (25, 184) - 184
1184: Coorinates (996, 184) - 184
1185: Coorinates (708, 184) - 184
1186: Coorinates (397, 184) - 184
1187: Coorinates (2, 184) - 184
1188: Coorinates (912, 185) - 185
1189: Coorinates (727, 185) - 185
1190: Coorinates (517, 185) - 185
1191: Complex number (109, 239) - 185
1192: Coorinates (792, 185) - 185
1193: Coorinates (298, 185) - 185
1194: Complex number (237, 111) - 185
1195: Complex number (109, 239) - 185
1196: Coorinates (995, 185) - 185
1197: Coorinates (252, 186) - 186
1198: Coorinates (246, 186) - 186
1199: Coorinates (854, 186) - 186
1200: Coorinates (563, 186) - 186
1201: Coorinates (963, 187) - 187
1202: Coorinates (738, 187) - 187
1203: Coorinates (342, 187) - 187
1204: Coorinates (393, 187) - 187
1205: Complex number (247, 95) - 187
1206: Coorinates (126, 187) - 187
1207: Coorinates (261, 187) - 187
1208: Coorinates (517, 188) - 188
1209: Complex number (123, 237) - 188
1210: Complex number (79, 255) - 188
1211: Coorinates (121, 188) - 188
1212: Coorinates (564, 188) - 188
1213: Coorinates (544, 188) - 188
1214: Coorinates (551, 188) - 188
1215: Complex number (50, 263) - 189
1216: Complex number (215, 161) - 189
1217: Coorinates (113, 189) - 189
1218: Complex number (77, 257) - 189
1219: Coorinates (699, 189) - 189
1220: Complex number (259, 70) - 189
1221: Complex number (256, 84) - 190
1222: Coorinates (337, 190) - 190
1223: Complex number (240, 123) - 190
1224: Coorinates (345, 190) - 190
1225: Complex number (244, 115) - 190
1226: Complex number (256, 82) - 190
1227: Coorinates (678, 190) - 190
1228: Coorinates (178, 190) - 190
1229: Coorinates (408, 190) - 190
1230: Complex number (258, 79) - 190
1231: Complex number (183, 199) - 191
1232: Coorinates (381, 191) - 191
1233: Coorinates (492, 191) - 191
1234: Coorinates (874, 191) - 191
1235: Coorinates (940, 191) - 191
1236: Complex number (186, 197) - 191
1237: Complex number (184, 200) - 192
1238: Coorinates (650, 192) - 192
1239: Coorinates (41, 192) - 192
1240: Complex number (215, 167) - 192
1241: Complex number (253, 104) - 193
1242: Coorinates (601, 193) - 193
1243: Coorinates (905, 193) - 193
1244: Coorinates (16, 194) - 194
1245: Complex number (192, 197) - 194
1246: Complex number (130, 243) - 194
1247: Coorinates (280, 194) - 194
1248: Coorinates (675, 194) - 194
1249: Coorinates (319, 194) - 194
1250: Coorinates (545, 194) - 194
1251: Coorinates (417, 194) - 194
1252: Complex number (268, 65) - 194
1253: Coorinates (877, 194) - 194
1254: Coorinates (118, 194) - 194
1255: Complex number (252, 114) - 195
1256: Coorinates (398, 195) - 195
1257: Complex number (244, 129) - 195
1258: Coorinates (397, 195) - 195
1259: Coorinates (704, 195) - 195
1260: Coorinates (18, 195) - 195
1261: Complex number (3, 278) - 196
1262: Coorinates (114, 196) - 196
1263: Complex number (267, 78) - 196
1264: Coorinates (657, 196) - 196
1265: Complex number (46, 274) - 196
1266: Coorinates (270, 196) - 196
1267: Coorinates (91, 196) - 196
1268: Complex number (215, 176) - 196
1269: Coorinates (56, 196) - 196
1270: Complex number (212, 179) - 196
1271: Coorinates (323, 196) - 196
1272: Complex number (279, 15) - 197
1273: Coorinates (447, 197) - 197
1274: Complex number (271, 71) - 198
1275: Coorinates (318, 198) - 198
1276: Coorinates (480, 198) - 198
1277: Complex number (236, 152) - 198
1278: Coorinates (363, 198) - 198
1279: Coorinates (143, 198) - 198
1280: Complex number (34, 279) - 198
1281: Coorinates (332, 198) - 198
1282: Complex number (36, 278) - 198
1283: Coorinates (752, 199) - 199
1284: Complex number (196, 202) - 199
1285: Complex number (249, 133) - 199
1286: Coorinates (272, 199) - 199
1287: Coorinates (459, 199) - 199
1288: Coorinates (169, 199) - 199
1289: Coorinates (984, 199) - 199
1290: Complex number (146, 242) - 199
1291: Coorinates (698, 200) - 200
1292: Complex number (274, 74) - 200
1293: Coorinates (448, 200) - 200
1294: Coorinates (777, 200) - 200
1295: Coorinates (706, 200) - 200
1296: Complex number (199, 201) - 200
1297: Coorinates (423, 200) - 200
1298: Coorinates (502, 200) - 200
1299: Complex number (5, 283) - 200
1300: Complex number (130, 252) - 200
1301: Complex number (270, 87) - 200
1302: Coorinates (569, 201) - 201
1303: Complex number (239, 155) - 201
1304: Coorinates (457, 201) - 201
1305: Complex number (85, 272) - 201
1306: Coorinates (1000, 201) - 201
1307: Coorinates (84, 201) - 201
1308: Complex number (277, 65) - 201
1309: Complex number (160, 235) - 201
1310: Complex number (200, 202) - 201
1311: Complex number (118, 260) - 201
1312: Coorinates (762, 201) - 201
1313: Coorinates (776, 201) - 201
1314: Complex number (228, 173) - 202
1315: Coorinates (838, 202) - 202
1316: Complex number (155, 241) - 202
1317: Coorinates (330, 202) - 202
1318: Complex number (232, 167) - 202
1319: Complex number (106, 266) - 202
1320: Coorinates (229, 202) - 202
1321: Coorinates (312, 202) - 202
1322: Coorinates (942, 202) - 202
1323: Complex number (279, 68) - 203
1324: Coorinates (515, 203) - 203
1325: Coorinates (669, 203) - 203
1326: Coorinates (365, 203) - 203
1327: Complex number (288, 3) - 203
1328: Coorinates (639, 204) - 204
1329: Complex number (246, 152) - 204
1330: Coorinates (598, 204) - 204
1331: Coorinates (316, 204) - 204
1332: Coorinates (687, 204) - 204
1333: Coorinates (165, 205) - 205
1334: Coorinates (505, 205) - 205
1335: Coorinates (838, 205) - 205
1336: Coorinates (335, 205) - 205
1337: Coorinates (364, 205) - 205
1338: Complex number (264, 120) - 205
1339: Complex number (208, 203) - 205
1340: Coorinates (752, 205) - 205
1341: Complex number (271, 106) - 205
1342: Complex number (132, 261) - 206
1343: Coorinates (137, 206) - 206
1344: Complex number (195, 217) - 206
1345: Coorinates (437, 206) - 206
1346: Coorinates (317, 206) - 206
1347: Coorinates (236, 206) - 206
1348: Coorinates (347, 207) - 207
1349: Coorinates (565, 207) - 207
1350: Complex number (259, 142) - 208
1351: Complex number (229, 186) - 208
1352: Complex number (294, 13) - 208
1353: Complex number (158, 249) - 208
1354: Complex number (273, 110) - 208
1355: Coorinates (446, 208) - 208
1356: Coorinates (539, 208) - 208
1357: Coorinates (867, 208) - 208
1358: Coorinates (659, 209) - 209
1359: Complex number (228, 189) - 209
1360: Coorinates (361, 209) - 209
